"Name","Location","FunctionSignature","FunctionSize"
"DeinitialiseStatic","10011df0","void DeinitialiseStatic(void)","9"
"CreateObjectInPlace","10011e00","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","10011e20","TObject * CreateObject(void)","37"
"GetClass","10011e50","TClass * GetClass(TGUIInterface * this)","6"
"FUN_10012060","10012060","undefined FUN_10012060(void * this\, uint param_1)","45"
"FUN_10012110","10012110","int * FUN_10012110(void * this\, int * param_1\, int * param_2)","141"
"FUN_100121b0","100121b0","undefined FUN_100121b0(void * this\, int param_1)","293"
"FUN_10012300","10012300","undefined FUN_10012300(void * this\, undefined4 * param_1)","132"
"TGUILayoutInfo","10012420","undefined TGUILayoutInfo(TGUILayoutInfo * this\, TPCString * param_1\, TPCString * param_2\, TArray<class_Toshi::TGUIPropertySpec*> * param_3)","115"
"~TGUILayoutInfo","100124a0","void ~TGUILayoutInfo(TGUILayoutInfo * this)","121"
"InitialiseStatic","10012520","void InitialiseStatic(void)","85"
"DeinitialiseStatic","10012580","void DeinitialiseStatic(void)","169"
"TGUILayoutManager","10012690","undefined TGUILayoutManager(TGUILayoutManager * this\, TGUILayoutManager * param_1)","27"
"GetInterface","100126b0","TGUIInterface * GetInterface(TGUILayoutManager * this)","4"
"SetInterface","100126c0","void SetInterface(TGUILayoutManager * this\, TGUIInterface * param_1)","10"
"Serialise","100126d0","bool Serialise(TGUILayoutManager * this\, PProperties * param_1)","37"
"Deserialise","10012700","bool Deserialise(TGUILayoutManager * this\, PProperties * param_1)","37"
"~TGUILayoutManager","10012730","void ~TGUILayoutManager(TGUILayoutManager * this)","16"
"TGUILayoutManager","10012740","undefined TGUILayoutManager(TGUILayoutManager * this)","28"
"GetPropertyInfoOrderedSet","10012760","TSortedArray<class_Toshi::TGUIPropertySpec*\,struct_Toshi::TGUIPropertySpec::Comparator> * GetPropertyInfoOrderedSet(TGUILayoutManager * this)","6"
"GetPropertyInfoSet","10012770","TArray<class_Toshi::TGUIPropertySpec*> * GetPropertyInfoSet(TGUILayoutManager * this)","6"
"CreateObjectInPlace","10012780","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","10012790","TObject * CreateObject(void)","3"
"GetClass","100127a0","TClass * GetClass(TGUILayoutManager * this)","6"
"TGUINew","100127b0","void * TGUINew(uint param_1)","44"
"TGUIDelete","10012820","void TGUIDelete(void * param_1)","35"
"TGUISetUseMemoryPile","10012850","void TGUISetUseMemoryPile(bool param_1)","12"
"GetEnumValue","100128e0","int GetEnumValue(TGUIPropertySpec * this\, TPCString * param_1)","44"
"TGUIPropertySpec","10012910","undefined TGUIPropertySpec(TGUIPropertySpec * this\, TPCString * param_1)","62"
"~TGUIPropertySpec","10012950","void ~TGUIPropertySpec(TGUIPropertySpec * this)","70"
"operator=","100129a0","TGUIPropertySpec * operator=(TGUIPropertySpec * this\, TGUIPropertySpec * param_1)","336"
"TGUIPropertySpec","10012b00","undefined TGUIPropertySpec(TGUIPropertySpec * this\, TPCString * param_1\, TClass * param_2\, bool param_3\, TClass * param_4\, int param_5)","77"
"TGUIPropertySpec","10012b50","undefined TGUIPropertySpec(TGUIPropertySpec * this\, TPCString * param_1\, TClass * param_2\, bool param_3\, TClass * param_4\, int param_5\, TClass * param_6)","92"
"TGUIPropertySpec","10012bb0","undefined TGUIPropertySpec(TGUIPropertySpec * this\, TPCString * param_1\, TClass * param_2\, bool param_3\, TClass * param_4\, int param_5\, int param_6\, char * * param_7)","290"
"TGUIPropertySpec","10012cf0","undefined TGUIPropertySpec(TGUIPropertySpec * this\, TGUIPropertySpec * param_1)","275"
"TGUIPropertySpecSimple","10012e10","undefined TGUIPropertySpecSimple(TGUIPropertySpecSimple * this\, TPCString * param_1\, _func_void_PPropertyValue_ptr * param_2\, _func_PPropertyValue * param_3\, TClass * param_4\, bool param_5\, TClass * param_6\, int param_7)","80"
"TGUIPropertySpecSimple","10012e60","undefined TGUIPropertySpecSimple(TGUIPropertySpecSimple * this\, TPCString * param_1\, _func_void_PPropertyValue_ptr * param_2\, _func_PPropertyValue * param_3\, TClass * param_4\, bool param_5\, TClass * param_6\, int param_7\, TClass * param_8)","91"
"TGUIPropertySpecSimple","10012ec0","undefined TGUIPropertySpecSimple(TGUIPropertySpecSimple * this\, TPCString * param_1\, _func_void_PPropertyValue_ptr * param_2\, _func_PPropertyValue * param_3\, TClass * param_4\, bool param_5\, TClass * param_6\, int param_7\, int param_8\, char * * param_9)","96"
"operator=","10012f20","TGUIPropertySpecSimple * operator=(TGUIPropertySpecSimple * this\, TGUIPropertySpecSimple * param_1)","63"
"TGUIPropertySpecSimple","10012f60","undefined TGUIPropertySpecSimple(TGUIPropertySpecSimple * this\, TGUIPropertySpecSimple * param_1)","69"
"validate","10012fb0","bool validate(TGUIPropertySpecSimple * this\, TGUIDeserialisable * param_1\, PPropertyValue * param_2)","20"
"get","10012fd0","PPropertyValue get(TGUIPropertySpecSimple * this\, TGUIDeserialisable * param_1)","24"
"set","10012ff0","void set(TGUIPropertySpecSimple * this\, TGUIDeserialisable * param_1\, PPropertyValue * param_2)","20"
"Clone","10013010","TGUIPropertySpecSimple * Clone(TGUIPropertySpecSimple * this)","43"
"~TGUIPropertySpecSimple","10013040","void ~TGUIPropertySpecSimple(TGUIPropertySpecSimple * this)","16"
"TGUIPropertySpecSimple","10013050","undefined TGUIPropertySpecSimple(TGUIPropertySpecSimple * this\, TPCString * param_1)","61"
"InitialiseStatic","10013110","void InitialiseStatic(void)","826"
"DeinitialiseStatic","10013450","void DeinitialiseStatic(void)","185"
"TGUIScreen","10013510","undefined TGUIScreen(TGUIScreen * this)","666"
"~TGUIScreen","100137b0","void ~TGUIScreen(TGUIScreen * this)","133"
"SetInterface","10013840","void SetInterface(TGUIScreen * this\, TGUIInterface * param_1)","477"
"SetInputContext","10013a20","void SetInputContext(TGUIScreen * this\, TGUIInputContext * param_1)","52"
"ChangeWidgetFocus","10013a60","void ChangeWidgetFocus(TGUIScreen * this\, TGUIWidget * param_1\, bool param_2)","658"
"MoveFocus","10013d00","bool MoveFocus(TGUIScreen * this\, NeighbourDirection param_1)","102"
"ReleasePointer","10013d70","void ReleasePointer(TGUIScreen * this\, TGUIWidget * param_1)","97"
"GrabFocus","10013de0","void GrabFocus(TGUIScreen * this\, TGUIWidget * param_1)","393"
"ReleaseFocus","10013f70","void ReleaseFocus(TGUIScreen * this\, TGUIWidget * param_1)","97"
"SetPointerPosition","10013fe0","bool SetPointerPosition(TGUIScreen * this\, int param_1\, int param_2)","155"
"NotifyInputEvent","10014080","bool NotifyInputEvent(TGUIScreen * this\, InputEvent * param_1)","245"
"OnButtonPress","10014180","bool OnButtonPress(TGUIScreen * this\, InputEvent * param_1\, int param_2)","173"
"OnButtonRepeat","10014230","bool OnButtonRepeat(TGUIScreen * this\, InputEvent * param_1\, int param_2)","179"
"RefreshPointerPosition","100142f0","bool RefreshPointerPosition(TGUIScreen * this\, TGUIWidget * param_1\, int param_2\, int param_3)","363"
"UpdatePointerPosition","10014460","bool UpdatePointerPosition(TGUIScreen * this\, InputEvent * param_1\, int param_2)","883"
"InvalidateWidgetUnderPointer","100147e0","void InvalidateWidgetUnderPointer(TGUIScreen * this)","29"
"NotifyDescendantCantFocus","10014800","void NotifyDescendantCantFocus(TGUIScreen * this\, TGUIWidget * param_1)","265"
"NotifyDescendantRemoval","10014910","void NotifyDescendantRemoval(TGUIScreen * this\, TGUIWidget * param_1)","312"
"NotifyDescendantRemoved","10014a50","void NotifyDescendantRemoved(TGUIScreen * this\, TGUIWidget * param_1\, TGUIWidget * param_2)","170"
"AllowRolloverUpdate","10014b00","void AllowRolloverUpdate(TGUIScreen * this\, bool param_1)","43"
"DoButtonPress","10014b30","bool DoButtonPress(TGUIScreen * this\, InputEvent * param_1\, int param_2)","141"
"DoButtonRepeat","10014bc0","bool DoButtonRepeat(TGUIScreen * this\, InputEvent * param_1\, int param_2)","75"
"DoButtonRelease","10014c10","bool DoButtonRelease(TGUIScreen * this\, InputEvent * param_1\, int param_2)","75"
"DoAxisMove","10014c60","bool DoAxisMove(TGUIScreen * this\, InputEvent * param_1\, int param_2)","75"
"DoRolloverUpdate","10014cb0","void DoRolloverUpdate(TGUIScreen * this)","82"
"TGUIScreen","10014d10","undefined TGUIScreen(TGUIScreen * this\, TGUIScreen * param_1)","643"
"Paint","10014fa0","void Paint(TGUIScreen * this\, TGUIWidget * param_1)","280"
"ApplyPointerAccel","100150c0","void ApplyPointerAccel(TGUIScreen * this\, int * param_1\, int * param_2)","155"
"pointer_out_callback","10015160","void pointer_out_callback(TGUIWidget * param_1)","12"
"pointer_in_callback","10015170","void pointer_in_callback(TGUIWidget * param_1)","12"
"DoPointerMove","10015200","bool DoPointerMove(TGUIScreen * this\, InputEvent * param_1\, int param_2)","48"
"NotifyDescendantAddition","10015230","void NotifyDescendantAddition(TGUIScreen * this\, TGUIWidget * param_1)","42"
"NotifyDescendantCanFocus","10015260","void NotifyDescendantCanFocus(TGUIScreen * this\, TGUIWidget * param_1)","3"
"OnButtonRelease","10015270","bool OnButtonRelease(TGUIScreen * this\, InputEvent * param_1\, int param_2)","38"
"NotifyFocusGained","100152a0","void NotifyFocusGained(TGUIScreen * this)","1"
"NotifyFocusLost","100152b0","void NotifyFocusLost(TGUIScreen * this)","1"
"SetPointerAccel","100152c0","void SetPointerAccel(TGUIScreen * this\, int param_1\, int param_2\, int param_3)","29"
"GrabPointer","100152e0","void GrabPointer(TGUIScreen * this\, TGUIWidget * param_1)","13"
"SetPointerImage","100152f0","void SetPointerImage(TGUIScreen * this\, TGUITextureSection * param_1\, int param_2\, int param_3)","33"
"Layout","10015320","void Layout(TGUIScreen * this\, short param_1\, short param_2)","10"
"Pack","10015330","void Pack(TGUIScreen * this)","10"
"Clone","10015340","TGUIScreen * Clone(TGUIScreen * this)","41"
"GetPropertyInfoOrderedSet","10015370","TSortedArray<class_Toshi::TGUIPropertySpec*\,struct_Toshi::TGUIPropertySpec::Comparator> * GetPropertyInfoOrderedSet(TGUIScreen * this)","6"
"GetPropertyInfoSet","10015380","TArray<class_Toshi::TGUIPropertySpec*> * GetPropertyInfoSet(TGUIScreen * this)","6"
"CreateObjectInPlace","10015390","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","100153a0","TObject * CreateObject(void)","3"
"GetClass","100153b0","TClass * GetClass(TGUIScreen * this)","6"
"GetDefaultFocus","100153c0","TGUIWidget * GetDefaultFocus(TGUIWindow * this)","7"
"AcceptsFocus","100153d0","bool AcceptsFocus(TGUIWindow * this)","14"
"GetStaticWidgetInfo","100153e0","TGUIWidgetInfo * GetStaticWidgetInfo(void)","6"
"FUN_100153f0","100153f0","int * FUN_100153f0(void * this\, int * param_1\, int * param_2\, undefined * param_3)","224"
"FUN_100154d0","100154d0","undefined FUN_100154d0(void * this\, int param_1\, int param_2)","754"
"~TGUISoundFactory","100158d0","void ~TGUISoundFactory(TGUISoundFactory * this)","13"
"TGUISoundFactory","100158e0","undefined TGUISoundFactory(TGUISoundFactory * this)","22"
"DeinitialiseStatic","10015900","void DeinitialiseStatic(void)","1"
"InitialiseStatic","10015910","void InitialiseStatic(void)","1"
"CreateObjectInPlace","10015920","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","10015930","TObject * CreateObject(void)","3"
"GetClass","10015940","TClass * GetClass(TGUISoundFactory * this)","6"
"FUN_10015950","10015950","undefined4 * FUN_10015950(undefined4 * param_1)","207"
"FUN_10015ae0","10015ae0","int FUN_10015ae0(void * this\, int param_1)","132"
"FUN_10015b70","10015b70","undefined FUN_10015b70(undefined4 * param_1)","58"
"TGUIStyleState","10015bb0","undefined TGUIStyleState(TGUIStyleState * this\, TGUIStyleState * param_1)","141"
"FindState","10015c40","TGUIStyleState * FindState(TGUIStyleRootComponent * this\, TGUIStateRule * param_1)","60"
"CreateState","10015c80","TGUIStyleState * CreateState(TGUIStyleRootComponent * this\, TGUIStateRule * param_1)","113"
"operator=","10015d00","TGUIStyleRootComponent * operator=(TGUIStyleRootComponent * this\, TGUIStyleRootComponent * param_1)","153"
"InitialiseStatic","10015da0","void InitialiseStatic(void)","4240"
"DeinitialiseStatic","10016e80","void DeinitialiseStatic(void)","169"
"TGUIStyle","10016f30","undefined TGUIStyle(TGUIStyle * this)","80"
"~TGUIStyle","10016f80","void ~TGUIStyle(TGUIStyle * this)","160"
"Create","10017020","void Create(TGUIStyle * this\, TGUIInterface * param_1\, TGUIWidgetInfo * param_2\, TPCString * param_3)","158"
"Deserialise","100170d0","bool Deserialise(TGUIStyle * this\, PProperties * param_1)","926"
"Serialise","10017490","bool Serialise(TGUIStyle * this\, PProperties * param_1)","555"
"Val_margintop_property","100176d0","bool Val_margintop_property(TGUIStyle * this\, PPropertyValue * param_1)","61"
"Val_marginbottom_property","10017710","bool Val_marginbottom_property(TGUIStyle * this\, PPropertyValue * param_1)","61"
"Val_marginleft_property","10017750","bool Val_marginleft_property(TGUIStyle * this\, PPropertyValue * param_1)","61"
"Val_marginright_property","10017790","bool Val_marginright_property(TGUIStyle * this\, PPropertyValue * param_1)","61"
"IsCompatibleWith","100177d0","bool IsCompatibleWith(TGUIStyle * this\, TGUIStyle * param_1)","185"
"IsCompatibleWith","10017890","bool IsCompatibleWith(TGUIStyle * this\, TGUIWidget * param_1)","55"
"CreateWidget","100178d0","TGUIWidget * CreateWidget(TGUIStyle * this)","79"
"CreateComponent","10017920","TGUIComponent * CreateComponent(TGUIStyle * this\, int param_1\, TPCString * param_2\, TGUIStateRule param_3)","113"
"CreateComponent","100179a0","TGUIComponent * CreateComponent(TGUIStyle * this\, TPCString * param_1\, TPCString * param_2\, TGUIStateRule param_3)","53"
"GetState","100179e0","TGUIStyleState * GetState(TGUIStyle * this\, int param_1\, uint param_2)","65"
"GetComponentPreferredSize","10017a30","bool GetComponentPreferredSize(TGUIStyle * this\, int param_1\, PPropertyValue * param_2\, int * param_3\, int * param_4)","252"
"GetComponentPreferredSize","10017b40","bool GetComponentPreferredSize(TGUIStyle * this\, int param_1\, PPropertyValue * param_2\, int * param_3\, int * param_4\, short param_5\, short param_6\, bool * param_7)","263"
"DeclareParameter","10017c60","int DeclareParameter(TGUIStyle * this\, TPCString * param_1\, TClass * param_2)","293"
"FindParameter","10017d90","int FindParameter(TGUIStyle * this\, TPCString * param_1)","85"
"SetParameterCount","10017df0","bool SetParameterCount(TGUIStyle * this\, int param_1)","347"
"IsReferencingTextureSection","10017f60","bool IsReferencingTextureSection(TGUIStyle * this\, TGUITextureSection * param_1)","177"
"IsReferencingFont","10018020","bool IsReferencingFont(TGUIStyle * this\, TGUIFont * param_1)","177"
"SetFixedWidgetProperty","100180e0","void SetFixedWidgetProperty(TGUIStyle * this\, TPCString * param_1\, PPropertyValue * param_2)","253"
"GetFixedWidgetProperty","100181e0","PPropertyValue GetFixedWidgetProperty(TGUIStyle * this\, TPCString * param_1)","51"
"ApplyFixedWidgetProperties","10018220","void ApplyFixedWidgetProperties(TGUIStyle * this\, TGUIWidget * param_1)","92"
"HitTest","10018280","bool HitTest(TGUIStyle * this\, TGUIWidget * param_1\, int param_2\, int param_3\, uint param_4\, PPropertyValue * param_5\, TGUIComponentCache * param_6)","275"
"Paint","100183a0","void Paint(TGUIStyle * this\, TGUIDisplayContext * param_1\, TGUIWidget * param_2\, uint param_3\, PPropertyValue * param_4\, TGUIComponentCache * param_5)","283"
"DeserialiseComponents","100184c0","bool DeserialiseComponents(TGUIStyle * this\, PProperties * param_1\, TNodeList<class_Toshi::TGUIComponent> * param_2)","520"
"SerialiseComponents","100186d0","bool SerialiseComponents(TGUIStyle * this\, PProperties * param_1\, TNodeList<class_Toshi::TGUIComponent> * param_2)","159"
"TGUIStyle","10018780","undefined TGUIStyle(TGUIStyle * this\, TGUIStyle * param_1)","515"
"FindFixedWidgetPropertyPair","100189b0","TGUIPairNode<class_Toshi::TPCString\,class_PPropertyValue> * FindFixedWidgetPropertyPair(TGUIStyle * this\, TPCString * param_1)","44"
"UpdateDependentWidgets","100189e0","void UpdateDependentWidgets(TGUIStyle * this)","106"
"DeserialiseRootComponents","10018a50","bool DeserialiseRootComponents(TGUIStyle * this\, PProperties * param_1)","330"
"DeserialiseStates","10018bb0","bool DeserialiseStates(TGUIStyle * this\, PProperties * param_1\, TGUIStyleRootComponent * param_2)","390"
"DeserialiseWidgetProps","10018d40","bool DeserialiseWidgetProps(TGUIStyle * this\, PProperties * param_1)","264"
"SerialiseRootComponents","10018e60","bool SerialiseRootComponents(TGUIStyle * this\, PProperties * param_1)","422"
"SerialiseStates","10019010","bool SerialiseStates(TGUIStyle * this\, PProperties * param_1\, TGUIStyleRootComponent * param_2)","354"
"SerialiseWidgetProps","10019180","bool SerialiseWidgetProps(TGUIStyle * this\, PProperties * param_1)","260"
"FUN_100192a0","100192a0","undefined FUN_100192a0(void * this\, uint param_1)","125"
"FUN_10019320","10019320","undefined FUN_10019320(void * this\, uint param_1)","451"
"ReleaseFixedWidgetProperty","100198a0","void ReleaseFixedWidgetProperty(TGUIStyle * this\, TPCString * param_1)","65"
"IsWidgetPropertyFixed","100198f0","bool IsWidgetPropertyFixed(TGUIStyle * this\, TPCString * param_1)","34"
"GetParameterInfo","10019920","TGUIStyleParameterInfo * GetParameterInfo(TGUIStyle * this\, TPCString * param_1)","41"
"GetParameterInfo","10019950","TGUIStyleParameterInfo * GetParameterInfo(TGUIStyle * this\, int param_1)","18"
"GetState","10019970","TGUIStyleState * GetState(TGUIStyle * this\, TPCString * param_1\, uint param_2)","53"
"GetRootComponent","100199b0","TGUIStyleRootComponent * GetRootComponent(TGUIStyle * this\, int param_1)","13"
"Get_marginright_property","100199c0","PPropertyValue Get_marginright_property(TGUIStyle * this)","24"
"Set_marginright_property","100199e0","void Set_marginright_property(TGUIStyle * this\, PPropertyValue * param_1)","21"
"Get_marginleft_property","10019a00","PPropertyValue Get_marginleft_property(TGUIStyle * this)","24"
"Set_marginleft_property","10019a20","void Set_marginleft_property(TGUIStyle * this\, PPropertyValue * param_1)","21"
"Get_marginbottom_property","10019a40","PPropertyValue Get_marginbottom_property(TGUIStyle * this)","24"
"Set_marginbottom_property","10019a60","void Set_marginbottom_property(TGUIStyle * this\, PPropertyValue * param_1)","21"
"Get_margintop_property","10019a80","PPropertyValue Get_margintop_property(TGUIStyle * this)","24"
"Set_margintop_property","10019aa0","void Set_margintop_property(TGUIStyle * this\, PPropertyValue * param_1)","21"
"Val_name_property","10019ac0","bool Val_name_property(TGUIStyle * this)","6"
"Get_name_property","10019ad0","PPropertyValue Get_name_property(TGUIStyle * this)","23"
"Set_name_property","10019af0","void Set_name_property(TGUIStyle * this\, PPropertyValue * param_1)","69"
"Clone","10019b40","TGUIStyle * Clone(TGUIStyle * this)","38"
"GetPropertyInfoOrderedSet","10019b70","TSortedArray<class_Toshi::TGUIPropertySpec*\,struct_Toshi::TGUIPropertySpec::Comparator> * GetPropertyInfoOrderedSet(TGUIStyle * this)","6"
"GetPropertyInfoSet","10019b80","TArray<class_Toshi::TGUIPropertySpec*> * GetPropertyInfoSet(TGUIStyle * this)","6"
"CreateObjectInPlace","10019b90","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","10019bb0","TObject * CreateObject(void)","29"
"GetClass","10019bd0","TClass * GetClass(TGUIStyle * this)","6"
"Clone","10019be0","TGUIStyleState * Clone(TGUIStyleState * this)","43"
"FUN_10019c10","10019c10","undefined FUN_10019c10(void * this\, uint param_1)","70"
"FUN_10019ce0","10019ce0","undefined FUN_10019ce0(void * this\, uint param_1)","110"
"FUN_10019e50","10019e50","undefined FUN_10019e50(void * this\, int * param_1)","66"
"FUN_10019ea0","10019ea0","undefined FUN_10019ea0(void * this\, undefined4 * param_1)","312"
"FUN_10019fe0","10019fe0","undefined4 * FUN_10019fe0(void * this\, undefined4 param_1\, int param_2)","61"
"~TGUITextureFactory","1001a080","void ~TGUITextureFactory(TGUITextureFactory * this)","13"
"TGUITextureFactory","1001a090","undefined TGUITextureFactory(TGUITextureFactory * this)","22"
"DeinitialiseStatic","1001a0b0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1001a0c0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1001a0d0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1001a0e0","TObject * CreateObject(void)","3"
"GetClass","1001a0f0","TClass * GetClass(TGUITextureFactory * this)","6"
"TGUITextureAnimation","1001a180","undefined TGUITextureAnimation(TGUITextureAnimation * this\, short param_1\, TPCString * param_2\, int param_3\, float param_4\, int param_5\, int param_6\, int param_7\, int param_8\, int param_9\, bool param_10\, bool param_11\, bool param_12)","132"
"RemoveFrame","1001a210","void RemoveFrame(TGUITextureAnimation * this\, int param_1)","96"
"InsertFrame","1001a270","void InsertFrame(TGUITextureAnimation * this\, int param_1\, Frame * param_2)","72"
"GetBBox","1001a2c0","void GetBBox(TGUITextureAnimation * this\, ushort * param_1\, ushort * param_2\, ushort * param_3\, ushort * param_4\, float param_5)","235"
"GetBBox","1001a3b0","void GetBBox(TGUITextureAnimation * this\, ushort * param_1\, ushort * param_2\, ushort * param_3\, ushort * param_4\, int param_5)","114"
"SetBBox","1001a430","void SetBBox(TGUITextureAnimation * this\, ushort param_1\, ushort param_2\, ushort param_3\, ushort param_4\, int param_5)","84"
"TGUITextureAnimation","1001a490","undefined TGUITextureAnimation(TGUITextureAnimation * this\, TGUITextureAnimation * param_1)","58"
"GetFrame","1001a530","Frame * GetFrame(TGUITextureAnimation * this\, int param_1)","17"
"Clone","1001a550","TGUITextureAnimation * Clone(TGUITextureAnimation * this)","43"
"~TGUITextureAnimation","1001a580","void ~TGUITextureAnimation(TGUITextureAnimation * this)","34"
"TGUITextureAnimation","1001a5b0","undefined TGUITextureAnimation(TGUITextureAnimation * this)","45"
"DeinitialiseStatic","1001a5e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1001a5f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1001a600","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","1001a620","TObject * CreateObject(void)","34"
"GetClass","1001a650","TClass * GetClass(TGUITextureAnimation * this)","6"
"FUN_1001a660","1001a660","undefined FUN_1001a660(void * this\, undefined4 * param_1)","166"
"FUN_1001a710","1001a710","undefined FUN_1001a710(void * this\, int param_1\, int param_2)","621"
"FUN_1001a9b0","1001a9b0","undefined FUN_1001a9b0(void * this\, int param_1)","376"
"SetFrequency","1001ab40","void SetFrequency(TGUITextureAnimation * this\, float param_1)","10"
"GetFrames","1001ab50","TArray<class_Toshi::TGUITextureAnimation::Frame> * GetFrames(TGUITextureAnimation * this)","6"
"GetFrequency","1001ab60","float GetFrequency(TGUITextureAnimation * this)","4"
"TGUITextureSection","1001ab70","undefined TGUITextureSection(TGUITextureSection * this)","76"
"TGUITextureSection","1001abc0","undefined TGUITextureSection(TGUITextureSection * this\, TGUITextureSection * param_1)","55"
"TGUITextureSection","1001ac00","undefined TGUITextureSection(TGUITextureSection * this\, short param_1\, TPCString * param_2\, int param_3\, int param_4\, int param_5\, int param_6\, int param_7\, bool param_8\, bool param_9\, bool param_10)","188"
"operator==","1001acc0","bool operator==(TGUITextureSection * this\, TGUITextureSection * param_1)","168"
"Set","1001ad70","void Set(TGUITextureSection * this\, short param_1\, TPCString * param_2\, int param_3\, int param_4\, int param_5\, int param_6\, int param_7\, bool param_8\, bool param_9\, bool param_10)","188"
"Assign","1001ae30","void Assign(TGUITextureSection * this\, TGUITextureSection * param_1)","219"
"operator=","1001af70","TGUITextureSection * operator=(TGUITextureSection * this\, TGUITextureSection * param_1)","21"
"Clone","1001af90","TGUITextureSection * Clone(TGUITextureSection * this)","43"
"~TGUITextureSection","1001afc0","void ~TGUITextureSection(TGUITextureSection * this)","51"
"DeinitialiseStatic","1001b000","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1001b010","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1001b020","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","1001b040","TObject * CreateObject(void)","34"
"GetClass","1001b070","TClass * GetClass(TGUITextureSection * this)","6"
"TGUIWidgetInfo","1001b080","undefined TGUIWidgetInfo(TGUIWidgetInfo * this)","63"
"~TGUIWidgetInfo","1001b0c0","void ~TGUIWidgetInfo(TGUIWidgetInfo * this)","158"
"GetStateVarInfo","1001b160","TGUIStateVarInfo * GetStateVarInfo(TGUIWidgetInfo * this\, TPCString * param_1)","74"
"GetStateExpression","1001b1b0","TPCString GetStateExpression(TGUIWidgetInfo * this\, uint param_1\, uint param_2)","228"
"GetComponentIndex","1001b2a0","int GetComponentIndex(TGUIWidgetInfo * this\, TPCString * param_1)","44"
"GetStateVarMask","1001b2d0","uint GetStateVarMask(TGUIWidgetInfo * this\, TPCString * param_1)","67"
"AddStateVars","1001b320","void AddStateVars(TGUIWidgetInfo * this\, TSortedArray<class_Toshi::TGUIStateVarInfo\,struct_Toshi::TGUIStateVarInfo::Comparator> * param_1)","261"
"SetWidgetName","1001b430","void SetWidgetName(TGUIWidgetInfo * this\, TPCString * param_1)","101"
"GetPropertyInfo","1001b4a0","TGUIPropertySpec * GetPropertyInfo(TGUIWidgetInfo * this\, TPCString * param_1)","97"
"InitialiseStatic","1001b510","void InitialiseStatic(void)","5213"
"DeinitialiseStatic","1001c970","void DeinitialiseStatic(void)","205"
"TGUIWidget","1001ca40","undefined TGUIWidget(TGUIWidget * this)","181"
"~TGUIWidget","1001cb00","void ~TGUIWidget(TGUIWidget * this)","546"
"Deserialise","1001cd40","bool Deserialise(TGUIWidget * this\, PProperties * param_1)","990"
"Serialise","1001d120","bool Serialise(TGUIWidget * this\, PProperties * param_1)","542"
"SetInterface","1001d340","void SetInterface(TGUIWidget * this\, TGUIInterface * param_1)","96"
"GetPropertyInfo","1001d3a0","TGUIPropertySpec * GetPropertyInfo(TGUIWidget * this\, int param_1)","46"
"FindPropertyInfo","1001d3d0","TGUIPropertySpec * FindPropertyInfo(TGUIWidget * this\, TPCString * param_1)","67"
"ValidatePropertyInfo","1001d420","bool ValidatePropertyInfo(TGUIWidget * this\, TGUIPropertySpec * param_1)","83"
"SetStyle","1001d480","void SetStyle(TGUIWidget * this\, TGUIStyle * param_1)","343"
"SetParameter","1001d5e0","void SetParameter(TGUIWidget * this\, int param_1\, TWString * param_2)","110"
"SetParameter","1001d650","void SetParameter(TGUIWidget * this\, int param_1\, TLString * param_2)","50"
"SetParameter","1001d690","void SetParameter(TGUIWidget * this\, int param_1\, TGUITextureSection * param_2)","50"
"SetParameter","1001d6d0","void SetParameter(TGUIWidget * this\, int param_1\, PPropertyValue * param_2)","82"
"SetLayoutManager","1001d730","void SetLayoutManager(TGUIWidget * this\, TGUILayoutManager * param_1)","36"
"AddWidget","1001d760","void AddWidget(TGUIWidget * this\, TGUIWidget * param_1\, bool param_2)","115"
"AddWidgetBefore","1001d7e0","void AddWidgetBefore(TGUIWidget * this\, TGUIWidget * param_1\, TGUIWidget * param_2)","83"
"RemoveWidget","1001d840","void RemoveWidget(TGUIWidget * this\, TGUIWidget * param_1)","81"
"RemoveAllWidgets","1001d8a0","void RemoveAllWidgets(TGUIWidget * this)","68"
"DeleteAllWidgets","1001d8f0","void DeleteAllWidgets(TGUIWidget * this)","79"
"RecurseTree","1001d950","void RecurseTree(TGUIWidget * this\, _func_bool_TGUIWidget_ptr_void_ptr * param_1\, _func_bool_TGUIWidget_ptr_void_ptr * param_2\, _func_bool_TGUIWidget_ptr_void_ptr * param_3\, void * param_4)","94"
"Val_xpos_property","1001d9b0","bool Val_xpos_property(TGUIWidget * this\, PPropertyValue * param_1)","61"
"Val_ypos_property","1001d9f0","bool Val_ypos_property(TGUIWidget * this\, PPropertyValue * param_1)","61"
