"Name","Location","FunctionSignature","FunctionSize"
"OnActivate","006074b0","void OnActivate(AParkEventSystem * this)","7"
"OnDestroy","006074c0","void OnDestroy(AParkEventSystem * this)","7"
"OnCreate","006074d0","bool OnCreate(AParkEventSystem * this)","20"
"DeinitialiseStatic","006074f0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00607500","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00607510","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00607530","TObject * CreateObject(void)","37"
"GetClass","00607560","TClass * GetClass(AParkEventSystem * this)","6"
"FUN_00607570","00607570","undefined FUN_00607570(void * this\, uint param_1)","120"
"FUN_00607600","00607600","undefined FUN_00607600(void * this\, uint param_1)","43"
"FUN_00607630","00607630","undefined FUN_00607630(void * this\, int param_1)","243"
"Serialise","00607730","bool Serialise(AParkEventUnit * this\, ASaveData * param_1)","86"
"Deserialise","00607790","bool Deserialise(AParkEventUnit * this\, ASaveData * param_1)","102"
"DoAction","00607800","void DoAction(AParkEventUnit * this)","27"
"CanDoAction","00607950","bool CanDoAction(AParkEventUnit * this\, ActionType * param_1)","27"
"~AParkEventUnit","00607970","void ~AParkEventUnit(AParkEventUnit * this)","51"
"DeinitialiseStatic","006079b0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006079c0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006079d0","TObject * CreateObjectInPlace(void * param_1)","46"
"CreateObject","00607a00","TObject * CreateObject(void)","55"
"GetClass","00607a40","TClass * GetClass(AParkEventUnit * this)","6"
"Create","00607a50","AResearchEffect * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","140"
"OnAvailable","00607ae0","void OnAvailable(AResearchBuildUnitEffect * this\, AResearchItem * param_1\, bool param_2)","98"
"OnReceive","00607b50","void OnReceive(AResearchBuildUnitEffect * this\, AResearchItem * param_1\, bool param_2)","162"
"OnRetract","00607c00","void OnRetract(AResearchBuildUnitEffect * this\, AResearchItem * param_1\, bool param_2)","104"
"Create","00607c70","AResearchEffect * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","754"
"OnAvailable","00607f70","void OnAvailable(AResearchUpgradeUnitEffect * this\, AResearchItem * param_1\, bool param_2)","141"
"OnReceive","00608000","void OnReceive(AResearchUpgradeUnitEffect * this\, AResearchItem * param_1\, bool param_2)","153"
"OnApplyToUnit","006080a0","void OnApplyToUnit(AResearchUpgradeUnitEffect * this\, AResearchItem * param_1\, AUnit * param_2)","34"
"SendUnitMessages","006080d0","void SendUnitMessages(AResearchUpgradeUnitEffect * this\, AResearchItem * param_1\, bool param_2)","113"
"OnAvailable","00608150","void OnAvailable(AResearchFeatureEffect * this\, AResearchItem * param_1\, bool param_2)","98"
"OnReceive","006081c0","void OnReceive(AResearchFeatureEffect * this\, AResearchItem * param_1\, bool param_2)","71"
"OnRetract","00608210","void OnRetract(AResearchFeatureEffect * this\, AResearchItem * param_1\, bool param_2)","71"
"Create","00608260","AResearchEffect * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","185"
"OnReceive","00608320","void OnReceive(AResearchVaccineFoundEffect * this\, AResearchItem * param_1\, bool param_2)","126"
"FUN_00608640","00608640","undefined FUN_00608640(int * * param_1)","34"
"FUN_00608670","00608670","int * * FUN_00608670(void * this\, int * * param_1)","63"
"FUN_006086b0","006086b0","undefined FUN_006086b0(int * * param_1)","34"
"OnRetract","006086e0","void OnRetract(AResearchSerumFoundEffect * this\, AResearchItem * param_1\, bool param_2)","3"
"OnReceive","006086f0","void OnReceive(AResearchSerumFoundEffect * this\, AResearchItem * param_1\, bool param_2)","3"
"OnAvailable","00608700","void OnAvailable(AResearchSerumFoundEffect * this\, AResearchItem * param_1\, bool param_2)","3"
"Create","00608710","AResearchEffect * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","57"
"DeinitialiseStatic","00608750","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00608760","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00608770","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","00608780","TObject * CreateObject(void)","3"
"GetClass","00608790","TClass * GetClass(AResearchSerumFoundEffect * this)","6"
"OnRetract","006087a0","void OnRetract(AResearchVaccineFoundEffect * this\, AResearchItem * param_1\, bool param_2)","3"
"OnAvailable","006087b0","void OnAvailable(AResearchVaccineFoundEffect * this\, AResearchItem * param_1\, bool param_2)","3"
"DeinitialiseStatic","006087c0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006087d0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006087e0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","006087f0","TObject * CreateObject(void)","3"
"GetClass","00608800","TClass * GetClass(AResearchVaccineFoundEffect * this)","6"
"Create","00608810","AResearchEffect * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","57"
"DeinitialiseStatic","00608850","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00608860","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00608870","TObject * CreateObjectInPlace(void * param_1)","46"
"CreateObject","006088a0","TObject * CreateObject(void)","55"
"GetClass","006088e0","TClass * GetClass(AResearchFeatureEffect * this)","6"
"OnRetract","006088f0","void OnRetract(AResearchUpgradeUnitEffect * this\, AResearchItem * param_1\, bool param_2)","19"
"DeinitialiseStatic","00608910","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00608920","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00608930","TObject * CreateObjectInPlace(void * param_1)","48"
"CreateObject","00608960","TObject * CreateObject(void)","55"
"GetClass","006089a0","TClass * GetClass(AResearchUpgradeUnitEffect * this)","6"
"DeinitialiseStatic","006089b0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006089c0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006089d0","TObject * CreateObjectInPlace(void * param_1)","46"
"CreateObject","00608a00","TObject * CreateObject(void)","55"
"GetClass","00608a40","TClass * GetClass(AResearchBuildUnitEffect * this)","6"
"DeinitialiseStatic","00608a50","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00608a60","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00608a70","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","00608a80","TObject * CreateObject(void)","3"
"GetClass","00608a90","TClass * GetClass(AResearchEffect * this)","6"
"AResearchItem","00608b60","undefined AResearchItem(AResearchItem * this)","115"
"~AResearchItem","00608be0","void ~AResearchItem(AResearchItem * this)","249"
"Load","00608cf0","bool Load(AResearchItem * this\, TPCString * param_1\, int param_2\, PProperties * param_3\, AResearchManager * param_4)","1628"
"AreRequirementsSatisfied","00609350","bool AreRequirementsSatisfied(AResearchItem * this)","63"
"OnAvailable","00609390","void OnAvailable(AResearchItem * this\, bool param_1)","95"
"OnReceive","00609400","void OnReceive(AResearchItem * this\, bool param_1)","146"
"OnRetract","006094a0","void OnRetract(AResearchItem * this\, bool param_1)","87"
"OnApplyToUnit","00609500","void OnApplyToUnit(AResearchItem * this\, AUnit * param_1)","87"
"FUN_00609690","00609690","int * * FUN_00609690(void * this\, int * * param_1)","63"
"FUN_006096d0","006096d0","undefined FUN_006096d0(int * * param_1)","34"
"FUN_00609700","00609700","int * * FUN_00609700(void * this\, int * * param_1)","63"
"FUN_00609740","00609740","undefined FUN_00609740(int * * param_1)","34"
"SetProgress","00609770","void SetProgress(AResearchItem * this\, float param_1)","10"
"GetStatus","00609780","ResearchStatus GetStatus(AResearchItem * this)","18"
"DeinitialiseStatic","006097a0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006097b0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006097c0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006097e0","TObject * CreateObject(void)","34"
"GetClass","00609810","TClass * GetClass(AResearchItem * this)","6"
"FUN_00609950","00609950","undefined4 FUN_00609950(uint param_1\, uint param_2)","50"
"AResearchManager","00609a10","undefined AResearchManager(AResearchManager * this)","451"
"~AResearchManager","00609be0","void ~AResearchManager(AResearchManager * this)","483"
"Load","00609dd0","bool Load(AResearchManager * this\, char * param_1)","718"
"Serialise","0060a0c0","bool Serialise(AResearchManager * this\, ASaveData * param_1)","284"
"SerialiseResearchList","0060a1e0","bool SerialiseResearchList(AResearchManager * this\, ASaveData * param_1\, char * param_2\, TNodeList<class_AResearchItem> * param_3)","577"
"Deserialise","0060a430","bool Deserialise(AResearchManager * this\, ASaveData * param_1)","381"
"DeserialiseResearchList","0060a5b0","bool DeserialiseResearchList(AResearchManager * this\, ASaveData * param_1\, char * param_2\, TNodeList<class_AResearchItem> * param_3)","718"
"RegisterRequirement","0060a8a0","void RegisterRequirement(AResearchManager * this\, TPCString * param_1\, FuncDef46 * param_2)","176"
"CreateRequirement","0060a950","AResearchRequirement * CreateRequirement(AResearchManager * this\, TPCString * param_1\, PPropertyValue * param_2\, AResearchItem * param_3)","119"
"RegisterEffect","0060a9d0","void RegisterEffect(AResearchManager * this\, TPCString * param_1\, FuncDef47 * param_2)","176"
"CreateEffect","0060aa80","AResearchEffect * CreateEffect(AResearchManager * this\, TPCString * param_1\, PPropertyValue * param_2\, AResearchItem * param_3)","119"
"UpdateItems","0060ab00","void UpdateItems(AResearchManager * this)","151"
"MakeAvailableItem","0060aba0","void MakeAvailableItem(AResearchManager * this\, AResearchItem * param_1)","190"
"GiveItem","0060ac60","void GiveItem(AResearchManager * this\, AResearchItem * param_1\, bool param_2)","220"
"StartResearch","0060ad40","void StartResearch(AResearchManager * this\, AResearchItem * param_1)","190"
"SetTeamSize","0060ae00","void SetTeamSize(AResearchManager * this\, int param_1)","54"
"FindItemByName","0060ae40","AResearchItem * FindItemByName(AResearchManager * this\, TPCString * param_1)","97"
"FindItemByUID","0060aeb0","AResearchItem * FindItemByUID(AResearchManager * this\, int param_1)","97"
"FindItemCategory","0060af20","Category FindItemCategory(AResearchManager * this\, TPCString * param_1)","102"
"GetItemStatus","0060af90","ResearchStatus GetItemStatus(AResearchManager * this\, AResearchItem * param_1)","45"
"OnUnitCreation","0060afc0","bool OnUnitCreation(AResearchManager * param_1\, AUnitManager * param_2\, AUnitCreationEvent * param_3)","102"
"OnFeatureChange","0060b030","bool OnFeatureChange(AResearchManager * param_1\, AFeatureInfo * param_2\, FeatureChangeEvent * param_3)","63"
"CheatGiveAllResearch","0060b070","void CheatGiveAllResearch(AResearchManager * this)","123"
"OnCreate","0060b0f0","bool OnCreate(AResearchManager * this)","603"
"OnUpdate","0060b350","bool OnUpdate(AResearchManager * this\, float param_1)","252"
"SetResearchRate","0060b450","void SetResearchRate(AResearchManager * this\, float param_1)","129"
"FindItemByName","0060b4e0","AResearchItem * FindItemByName(AResearchManager * this\, TPCString * param_1\, TNodeList<class_AResearchItem> * param_2)","121"
"FindItemByUID","0060b560","AResearchItem * FindItemByUID(AResearchManager * this\, int param_1\, TNodeList<class_AResearchItem> * param_2)","49"
"FUN_0060b670","0060b670","undefined FUN_0060b670(void * this\, uint param_1)","179"
"FUN_0060b730","0060b730","undefined FUN_0060b730(void * this\, uint param_1)","179"
"FUN_0060b850","0060b850","int * * FUN_0060b850(void * this\, int * * param_1)","63"
"FUN_0060b890","0060b890","undefined FUN_0060b890(int * * param_1)","34"
"FUN_0060b8c0","0060b8c0","int * * FUN_0060b8c0(void * this\, int * * param_1)","63"
"FUN_0060b900","0060b900","undefined FUN_0060b900(int * * param_1)","34"
"GetCategoryHelp","0060b930","TLString * GetCategoryHelp(AResearchManager * this\, Category param_1)","14"
"GetCategoryName","0060b940","TPCString * GetCategoryName(AResearchManager * this\, Category param_1)","14"
"GetCurrentProgress","0060b950","float GetCurrentProgress(AResearchManager * this)","55"
"DeinitialiseStatic","0060b990","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0060b9a0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0060b9b0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","0060b9d0","TObject * CreateObject(void)","37"
"GetClass","0060ba00","TClass * GetClass(AResearchManager * this)","6"
"FUN_0060ba10","0060ba10","undefined FUN_0060ba10(void * this\, int param_1)","139"
"FUN_0060baa0","0060baa0","int * FUN_0060baa0(void * this\, int * param_1\, TPCString * param_2\, undefined * param_3)","199"
"FUN_0060bb70","0060bb70","int * FUN_0060bb70(void * this\, int * param_1\, TPCString * param_2)","212"
"FUN_0060bc50","0060bc50","undefined FUN_0060bc50(void * this\, int param_1\, int param_2)","491"
"FUN_0060be70","0060be70","int * FUN_0060be70(void * this\, int * param_1\, TPCString * param_2\, undefined * param_3)","199"
"FUN_0060bf40","0060bf40","int * FUN_0060bf40(void * this\, int * param_1\, TPCString * param_2)","212"
"FUN_0060c020","0060c020","undefined FUN_0060c020(void * this\, int param_1\, int param_2)","491"
"Create","0060c240","AResearchRequirement * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","872"
"IsSatisfied","0060c5d0","bool IsSatisfied(AResearchItemRequirement * this)","57"
"Create","0060c610","AResearchRequirement * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","981"
"IsSatisfied","0060ca10","bool IsSatisfied(AResearchUnitInParkRequirement * this)","41"
"IsSatisfied","0060ca40","bool IsSatisfied(AResearchParkHasOpenedRequirement * this)","91"
"Create","0060caa0","AResearchRequirement * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","163"
"FUN_0060cb50","0060cb50","undefined FUN_0060cb50(int * * param_1)","34"
"IsSatisfied","0060cb80","bool IsSatisfied(AResearchDiseaseFoundRequirement * this)","27"
"Create","0060cba0","AResearchRequirement * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","43"
"IsSatisfied","0060cbd0","bool IsSatisfied(AResearchParkRatingRequirement * this)","3"
"Create","0060cbe0","AResearchRequirement * Create(PPropertyValue * param_1\, AResearchItem * param_2\, AResearchManager * param_3)","43"
"Create","0060cc10","AAwardEffect * Create(PPropertyValue * param_1\, AAwardItem * param_2\, AAwardManager * param_3)","317"
"OnRetract","0060cec0","void OnRetract(AAwardTrophyEffect * this\, AAwardItem * param_1)","3"
"OnReceive","0060ced0","void OnReceive(AAwardTrophyEffect * this\, AAwardItem * param_1)","3"
"DeinitialiseStatic","0060cee0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0060cef0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0060cf00","TObject * CreateObjectInPlace(void * param_1)","46"
"CreateObject","0060cf30","TObject * CreateObject(void)","55"
"GetClass","0060cf70","TClass * GetClass(AAwardTrophyEffect * this)","6"
"DeinitialiseStatic","0060cf80","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0060cf90","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0060cfa0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","0060cfb0","TObject * CreateObject(void)","3"
"GetClass","0060cfc0","TClass * GetClass(AAwardEffect * this)","6"
"GetEffects","0060d000","TNodeList<class_AAwardEffect> * GetEffects(AAwardItem * this)","6"
"GetRequirements","0060d010","TNodeList<class_AAwardRequirement> * GetRequirements(AAwardItem * this)","6"
"IsRetractable","0060d020","bool IsRetractable(AAwardItem * this)","5"
"GetCategory","0060d030","Category GetCategory(AAwardItem * this)","4"
"GetDescription","0060d040","TLString GetDescription(AAwardItem * this)","30"
"GetScreenName","0060d060","TLString GetScreenName(AAwardItem * this)","30"
"GetUID","0060d080","int GetUID(AAwardItem * this)","4"
"GetName","0060d090","TPCString GetName(AAwardItem * this)","30"
"AAwardItem","0060d130","undefined AAwardItem(AAwardItem * this)","74"
"~AAwardItem","0060d180","void ~AAwardItem(AAwardItem * this)","249"
"Load","0060d290","bool Load(AAwardItem * this\, TPCString * param_1\, int param_2\, PProperties * param_3\, AAwardManager * param_4)","988"
"AreRequirementsSatisfied","0060d670","bool AreRequirementsSatisfied(AAwardItem * this)","63"
"OnReceive","0060d6b0","void OnReceive(AAwardItem * this)","73"
"OnRetract","0060d700","void OnRetract(AAwardItem * this)","68"
"FUN_0060d7b0","0060d7b0","int * * FUN_0060d7b0(void * this\, int * * param_1)","63"
"FUN_0060d7f0","0060d7f0","undefined FUN_0060d7f0(int * * param_1)","34"
"FUN_0060d820","0060d820","int * * FUN_0060d820(void * this\, int * * param_1)","63"
"FUN_0060d860","0060d860","undefined FUN_0060d860(int * * param_1)","34"
"GetStatus","0060d890","AwardStatus GetStatus(AAwardItem * this)","18"
"DeinitialiseStatic","0060d8b0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0060d8c0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0060d8d0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","0060d8f0","TObject * CreateObject(void)","34"
"GetClass","0060d920","TClass * GetClass(AAwardItem * this)","6"
"AAwardManager","0060da20","undefined AAwardManager(AAwardManager * this)","220"
"~AAwardManager","0060db00","void ~AAwardManager(AAwardManager * this)","329"
"Load","0060dc60","bool Load(AAwardManager * this\, char * param_1)","583"
"Serialise","0060dec0","bool Serialise(AAwardManager * this\, ASaveData * param_1)","157"
"SerialiseAwardList","0060df60","bool SerialiseAwardList(AAwardManager * this\, ASaveData * param_1\, char * param_2\, TNodeList<class_AAwardItem> * param_3\, int * param_4)","112"
"Deserialise","0060dfd0","bool Deserialise(AAwardManager * this\, ASaveData * param_1)","109"
"DeserialiseAwardList","0060e040","bool DeserialiseAwardList(AAwardManager * this\, ASaveData * param_1\, char * param_2\, TNodeList<class_AAwardItem> * param_3)","215"
"RegisterRequirement","0060e120","void RegisterRequirement(AAwardManager * this\, TPCString * param_1\, FuncDef48 * param_2)","176"
"CreateRequirement","0060e1d0","AAwardRequirement * CreateRequirement(AAwardManager * this\, TPCString * param_1\, PPropertyValue * param_2\, AAwardItem * param_3)","119"
"RegisterEffect","0060e250","void RegisterEffect(AAwardManager * this\, TPCString * param_1\, FuncDef49 * param_2)","176"
"CreateEffect","0060e300","AAwardEffect * CreateEffect(AAwardManager * this\, TPCString * param_1\, PPropertyValue * param_2\, AAwardItem * param_3)","119"
"UpdateItems","0060e380","void UpdateItems(AAwardManager * this)","86"
"GiveItem","0060e3e0","void GiveItem(AAwardManager * this\, AAwardItem * param_1)","103"
"FindItemByName","0060e450","AAwardItem * FindItemByName(AAwardManager * this\, TPCString * param_1)","67"
"FindItemByUID","0060e4a0","AAwardItem * FindItemByUID(AAwardManager * this\, int param_1)","67"
"FindItemCategory","0060e4f0","Category FindItemCategory(AAwardManager * this\, TPCString * param_1)","51"
"CheatGiveAllAward","0060e530","void CheatGiveAllAward(AAwardManager * this)","69"
"OnCreate","0060e580","bool OnCreate(AAwardManager * this)","245"
"FindItemByName","0060e680","AAwardItem * FindItemByName(AAwardManager * this\, TPCString * param_1\, TNodeList<class_AAwardItem> * param_2)","121"
"FindItemByUID","0060e700","AAwardItem * FindItemByUID(AAwardManager * this\, int param_1\, TNodeList<class_AAwardItem> * param_2)","49"
"FUN_0060e810","0060e810","undefined FUN_0060e810(void * this\, uint param_1)","179"
"FUN_0060e8d0","0060e8d0","undefined FUN_0060e8d0(void * this\, uint param_1)","179"
"FUN_0060e9f0","0060e9f0","int * * FUN_0060e9f0(void * this\, int * * param_1)","63"
"FUN_0060ea30","0060ea30","undefined FUN_0060ea30(int * * param_1)","34"
"OnUpdate","0060ea60","bool OnUpdate(AAwardManager * this\, float param_1)","19"
"GetItemStatus","0060ea80","AwardStatus GetItemStatus(AAwardManager * this\, AAwardItem * param_1)","25"
"GetCategoryName","0060eaa0","TPCString * GetCategoryName(AAwardManager * this\, Category param_1)","11"
"DeinitialiseStatic","0060eab0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0060eac0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0060ead0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","0060eaf0","TObject * CreateObject(void)","37"
"GetClass","0060eb20","TClass * GetClass(AAwardManager * this)","6"
"FUN_0060eb30","0060eb30","undefined FUN_0060eb30(void * this\, int param_1)","139"
"FUN_0060ebc0","0060ebc0","int * FUN_0060ebc0(void * this\, int * param_1\, TPCString * param_2\, undefined * param_3)","199"
"FUN_0060ec90","0060ec90","int * FUN_0060ec90(void * this\, int * param_1\, TPCString * param_2)","212"
"FUN_0060ed70","0060ed70","undefined FUN_0060ed70(void * this\, int param_1\, int param_2)","491"
"FUN_0060ef90","0060ef90","int * FUN_0060ef90(void * this\, int * param_1\, TPCString * param_2\, undefined * param_3)","199"
"FUN_0060f060","0060f060","int * FUN_0060f060(void * this\, int * param_1\, TPCString * param_2)","212"
"FUN_0060f140","0060f140","undefined FUN_0060f140(void * this\, int param_1\, int param_2)","491"
"GetUnitList","0060f360","bool GetUnitList(PPropertyValue * param_1\, TArray<class_AUnitFactoryUnitType*> * param_2)","845"
"Create","0060f6e0","AAwardRequirement * Create(PPropertyValue * param_1\, AAwardItem * param_2\, AAwardManager * param_3)","392"
"IsSatisfied","0060f870","bool IsSatisfied(AAwardDinoInParkRequirement * this)","41"
"Create","0060f8a0","AAwardRequirement * Create(PPropertyValue * param_1\, AAwardItem * param_2\, AAwardManager * param_3)","98"
"Create","0060f910","AAwardRequirement * Create(PPropertyValue * param_1\, AAwardItem * param_2\, AAwardManager * param_3)","331"
"IsSatisfied","0060fa60","bool IsSatisfied(AAwardVisitorEntryRequirement * this)","3"
"IsSatisfied","0060fa70","bool IsSatisfied(AAwardVisitorSafetyRequirement * this)","3"
"OnCreate","0060fc20","bool OnCreate(AAdvisorSystem * this)","7"
"OnDeactivate","0060fc30","void OnDeactivate(AAdvisorSystem * this)","7"
"OnActivate","0060fc40","void OnActivate(AAdvisorSystem * this)","7"
"~AAdvisorSystem","0060fc50","void ~AAdvisorSystem(AAdvisorSystem * this)","13"
"AAdvisorSystem","0060fc60","undefined AAdvisorSystem(AAdvisorSystem * this)","22"
"DeinitialiseStatic","0060fc80","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0060fc90","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0060fca0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","0060fcc0","TObject * CreateObject(void)","34"
"GetClass","0060fcf0","TClass * GetClass(AAdvisorSystem * this)","6"
"Create","0060fd90","bool Create(ADinosaurDriveSystem * this\, AActiveUnit * param_1)","253"
"~ADinosaurDriveSystem","0060fef0","void ~ADinosaurDriveSystem(ADinosaurDriveSystem * this)","16"
"ADinosaurDriveSystem","0060ff00","undefined ADinosaurDriveSystem(ADinosaurDriveSystem * this)","21"
"DeinitialiseStatic","0060ff20","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0060ff30","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0060ff40","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","0060ff60","TObject * CreateObject(void)","34"
"GetClass","0060ff90","TClass * GetClass(ADinosaurDriveSystem * this)","6"
"Create","00610030","bool Create(AHumanDriveSystem * this\, AActiveUnit * param_1)","208"
"~AHumanDriveSystem","00610160","void ~AHumanDriveSystem(AHumanDriveSystem * this)","16"
"AHumanDriveSystem","00610170","undefined AHumanDriveSystem(AHumanDriveSystem * this)","21"
"DeinitialiseStatic","00610190","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006101a0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006101b0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006101d0","TObject * CreateObject(void)","34"
"GetClass","00610200","TClass * GetClass(AHumanDriveSystem * this)","6"
"Create","006102a0","bool Create(ABiologicalDriveGroup * this\, AActiveUnit * param_1)","504"
"CalcDriveGroup","006104a0","ADriveValue CalcDriveGroup(ABiologicalDriveGroup * this)","680"
"~ABiologicalDriveGroup","006107b0","void ~ABiologicalDriveGroup(ABiologicalDriveGroup * this)","16"
"ABiologicalDriveGroup","006107c0","undefined ABiologicalDriveGroup(ABiologicalDriveGroup * this)","21"
"DeinitialiseStatic","006107e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006107f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00610800","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00610820","TObject * CreateObject(void)","34"
"GetClass","00610850","TClass * GetClass(ABiologicalDriveGroup * this)","6"
"Create","006108f0","bool Create(ACommandDriveGroup * this\, AActiveUnit * param_1)","110"
"CalcDriveGroup","006109c0","ADriveValue CalcDriveGroup(ACommandDriveGroup * this)","23"
"~ACommandDriveGroup","006109e0","void ~ACommandDriveGroup(ACommandDriveGroup * this)","16"
"ACommandDriveGroup","006109f0","undefined ACommandDriveGroup(ACommandDriveGroup * this)","21"
"DeinitialiseStatic","00610a10","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00610a20","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00610a30","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00610a50","TObject * CreateObject(void)","34"
"GetClass","00610a80","TClass * GetClass(ACommandDriveGroup * this)","6"
"Create","00610b20","bool Create(ADirectiveDriveGroup * this\, AActiveUnit * param_1)","110"
"CalcDriveGroup","00610bf0","ADriveValue CalcDriveGroup(ADirectiveDriveGroup * this)","23"
"~ADirectiveDriveGroup","00610c10","void ~ADirectiveDriveGroup(ADirectiveDriveGroup * this)","16"
"ADirectiveDriveGroup","00610c20","undefined ADirectiveDriveGroup(ADirectiveDriveGroup * this)","21"
"DeinitialiseStatic","00610c40","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00610c50","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00610c60","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00610c80","TObject * CreateObject(void)","34"
"GetClass","00610cb0","TClass * GetClass(ADirectiveDriveGroup * this)","6"
"Create","00610d50","bool Create(AHumanBioDriveGroup * this\, AActiveUnit * param_1)","254"
"CalcDriveGroup","00610e50","ADriveValue CalcDriveGroup(AHumanBioDriveGroup * this)","311"
"~AHumanBioDriveGroup","00610ff0","void ~AHumanBioDriveGroup(AHumanBioDriveGroup * this)","16"
"AHumanBioDriveGroup","00611000","undefined AHumanBioDriveGroup(AHumanBioDriveGroup * this)","21"
"DeinitialiseStatic","00611020","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00611030","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00611040","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00611060","TObject * CreateObject(void)","34"
"GetClass","00611090","TClass * GetClass(AHumanBioDriveGroup * this)","6"
"Create","00611130","bool Create(AHumanPsychDriveGroup * this\, AActiveUnit * param_1)","174"
"CalcDriveGroup","006111e0","ADriveValue CalcDriveGroup(AHumanPsychDriveGroup * this)","225"
"~AHumanPsychDriveGroup","00611330","void ~AHumanPsychDriveGroup(AHumanPsychDriveGroup * this)","16"
"AHumanPsychDriveGroup","00611340","undefined AHumanPsychDriveGroup(AHumanPsychDriveGroup * this)","21"
"DeinitialiseStatic","00611360","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00611370","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00611380","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006113a0","TObject * CreateObject(void)","34"
"GetClass","006113d0","TClass * GetClass(AHumanPsychDriveGroup * this)","6"
"Create","00611470","bool Create(APsychologicalDriveGroup * this\, AActiveUnit * param_1)","142"
"CalcDriveGroup","00611500","ADriveValue CalcDriveGroup(APsychologicalDriveGroup * this)","134"
"Deserialise","00611590","bool Deserialise(APsychologicalDriveGroup * this\, ASaveData * param_1)","177"
