"Name","Location","FunctionSignature","FunctionSize"
"TNullFileSystem","10017240","undefined TNullFileSystem(TNullFileSystem * this\, TNullFileSystem * param_1)","67"
"GetNullFileSystem","10017290","TNullFileSystem * GetNullFileSystem(void)","6"
"TFreeList","100172a0","undefined TFreeList(TFreeList * this\, int param_1\, int param_2\, int param_3\, char * param_4)","161"
"~TFreeList","10017350","void ~TFreeList(TFreeList * this)","47"
"New","10017380","void * New(TFreeList * this\, uint param_1)","136"
"Delete","10017410","void Delete(TFreeList * this\, void * param_1)","55"
"SetCapacity","10017450","void SetCapacity(TFreeList * this\, int param_1)","44"
"Allocate","10017480","Node * Allocate(TFreeList * this\, int param_1\, uint param_2)","184"
"THPTimer","10017540","undefined THPTimer(THPTimer * this)","71"
"Update","10017590","void Update(THPTimer * this)","84"
"GetRaw64","100175f0","__uint64 GetRaw64(THPTimer * this)","24"
"GetRaw32","10017610","uint GetRaw32(THPTimer * this)","20"
"GetDelta","10017630","float GetDelta(THPTimer * this)","4"
"GetCurrent","10017640","float GetCurrent(THPTimer * this)","4"
"Reset","10017650","void Reset(THPTimer * this)","41"
"~THPTimer","10017680","void ~THPTimer(THPTimer * this)","1"
"TISOFileSystem","10017710","undefined TISOFileSystem(TISOFileSystem * this\, char * param_1\, TCString * param_2)","712"
"~TISOFileSystem","100179f0","void ~TISOFileSystem(TISOFileSystem * this)","130"
"CreateFile","10017a80","TFile * CreateFile(TISOFileSystem * this\, TCString * param_1\, uint param_2)","320"
"DestroyFile","10017bc0","void DestroyFile(TISOFileSystem * this\, TFile * param_1)","33"
"GetSubISOFile","10017bf0","bool GetSubISOFile(TISOFileSystem * this\, TISOFile * param_1\, TCString * param_2)","492"
"MakeInternalPath","10017df0","TCString MakeInternalPath(TISOFileSystem * this\, TCString * param_1)","245"
"ReadFromBuffer","10017ef0","void ReadFromBuffer(ISO9660File * this\, uchar * param_1\, uchar param_2)","348"
"Swap","10018060","void Swap(ISO9660File * param_1\, ISO9660File * param_2)","210"
"ReadInFromPathTable","10018140","uint ReadInFromPathTable(ISO9660Directory * this\, uchar * param_1\, uchar * param_2)","199"
"GetSubDir","10018210","ISO9660Directory * GetSubDir(ISO9660Directory * this\, TCString * param_1)","96"
"GetFile","10018270","ISO9660File * GetFile(ISO9660Directory * this\, TCString * param_1)","146"
"ReadFileList","10018310","void ReadFileList(ISO9660Directory * this)","667"
"SetSubDirs","100185c0","void SetSubDirs(ISO9660Directory * this\, ISO9660Directory * param_1\, uchar param_2)","91"
"PrintDirs","10018620","void PrintDirs(ISO9660Directory * this\, bool param_1\, bool param_2\, uint param_3)","389"
"ReadInFromISO","100187c0","void ReadInFromISO(ISO9660PVD * this\, TFile * param_1)","618"
"Read","10018a30","int Read(TISOFile * this\, void * param_1\, int param_2)","446"
"Write","10018bf0","int Write(TISOFile * this\, void * param_1\, int param_2)","44"
"Seek","10018c20","bool Seek(TISOFile * this\, int param_1\, TSEEK param_2)","199"
"GetWChar","10018d00","int GetWChar(TISOFile * this)","104"
"VCPrintf","10018d70","int VCPrintf(TISOFile * this\, char * param_1\, char * param_2)","44"
"VWPrintf","10018da0","int VWPrintf(TISOFile * this\, ushort * param_1\, char * param_2)","44"
"TISOFile","10018dd0","undefined TISOFile(TISOFile * this\, TISOFileSystem * param_1)","55"
"Open","10018e10","bool Open(TISOFile * this\, TCString * param_1\, uint param_2)","271"
"Close","10018f20","void Close(TISOFile * this)","50"
"ReadUnbuffered","10018f60","int ReadUnbuffered(TISOFile * this\, void * param_1\, int param_2)","294"
"LoadBuffer","10019090","bool LoadBuffer(TISOFile * this\, int param_1)","284"
"FUN_100191c0","100191c0","undefined FUN_100191c0(void * this\, uint param_1)","143"
"~TISOFile","10019250","void ~TISOFile(TISOFile * this)","16"
"PutWChar","10019260","int PutWChar(TISOFile * this\, ushort param_1)","44"
"PutCChar","10019290","int PutCChar(TISOFile * this\, char param_1)","44"
"GetCChar","100192c0","int GetCChar(TISOFile * this)","33"
"GetSize","100192f0","int GetSize(TISOFile * this)","4"
"Tell","10019300","int Tell(TISOFile * this)","4"
"GetPathTableBytePos","10019310","uint GetPathTableBytePos(ISO9660PVD * this)","18"
"ISO9660PVD","10019330","undefined ISO9660PVD(ISO9660PVD * this)","3"
"operator=","100193d0","TISOFile * operator=(TISOFile * this\, TISOFile * param_1)","63"
"TISOFile","10019410","undefined TISOFile(TISOFile * this\, TISOFile * param_1)","75"
"SetSubISOFile","10019460","void SetSubISOFile(TISOFile * this\, uint param_1\, uint param_2)","17"
"GetFileSystem","10019480","TISOFileSystem * GetFileSystem(TISOFile * this)","4"
"operator=","10019490","ISO9660PVD * operator=(ISO9660PVD * this\, ISO9660PVD * param_1)","28"
"GetBytePos","100194b0","uint GetBytePos(ISO9660PVD * this\, uint param_1)","15"
"GetPathTableSize","100194c0","uint GetPathTableSize(ISO9660PVD * this)","7"
"GetBibliographicFileID","100194d0","char * GetBibliographicFileID(ISO9660PVD * this)","6"
"GetAbstractFileID","100194e0","char * GetAbstractFileID(ISO9660PVD * this)","6"
"GetCopyrightFileID","100194f0","char * GetCopyrightFileID(ISO9660PVD * this)","6"
"GetVolumeSetID","10019500","char * GetVolumeSetID(ISO9660PVD * this)","6"
"GetVolumeID","10019510","char * GetVolumeID(ISO9660PVD * this)","6"
"operator=","10019520","ISO9660TimeStamp * operator=(ISO9660TimeStamp * this\, ISO9660TimeStamp * param_1)","5"
"operator=","10019530","ISO9660Directory * operator=(ISO9660Directory * this\, ISO9660Directory * param_1)","91"
"GetName","10019590","char * GetName(ISO9660Directory * this)","6"
"~ISO9660Directory","100195a0","void ~ISO9660Directory(ISO9660Directory * this)","18"
"ISO9660Directory","100195c0","undefined ISO9660Directory(ISO9660Directory * this)","18"
"operator=","100195e0","ISO9660File * operator=(ISO9660File * this\, ISO9660File * param_1)","85"
"GetLength","10019640","uint GetLength(ISO9660File * this)","4"
"GetLocation","10019650","uint GetLocation(ISO9660File * this)","3"
"GetName","10019660","char * GetName(ISO9660File * this)","6"
"operator=","10019670","TISOFileSystem * operator=(TISOFileSystem * this\, TISOFileSystem * param_1)","118"
"TISOFileSystem","100196f0","undefined TISOFileSystem(TISOFileSystem * this\, TISOFileSystem * param_1)","122"
"GetISOFile","10019770","TFile * GetISOFile(TISOFileSystem * this)","7"
"GetPVD","10019780","ISO9660PVD * GetPVD(TISOFileSystem * this)","6"
"GetBytePos","10019790","uint GetBytePos(TISOFileSystem * this\, uint param_1)","20"
"GetProcessorSpeed","100197b0","undefined4 GetProcessorSpeed(void)","135"
"TKernelInterface","100199d0","undefined TKernelInterface(TKernelInterface * this\, int param_1\, char * * param_2\, bool param_3)","854"
"~TKernelInterface","10019d30","void ~TKernelInterface(TKernelInterface * this)","390"
"Update","10019ee0","bool Update(TKernelInterface * this)","149"
"LoadInterface","10019f80","TKernelInterfaceDLL * LoadInterface(TKernelInterface * this\, TCString * param_1)","233"
"FindInterface","1001a070","TKernelInterfaceDLL * FindInterface(TKernelInterface * this\, TCString * param_1)","150"
"DumpInfo","1001a120","void DumpInfo(TKernelInterface * this)","652"
"GetAverageFPS","1001a400","float GetAverageFPS(TKernelInterface * this)","4"
"GetFPS","1001a410","float GetFPS(TKernelInterface * this)","21"
"UnloadInterface","1001a430","void UnloadInterface(TKernelInterface * this\, TKernelInterfaceDLL * param_1)","123"
"UnloadInterface","1001a4b0","void UnloadInterface(TKernelInterface * this\, TCString * param_1)","31"
"GetSystemTimer","1001a4d0","THPTimer * GetSystemTimer(TKernelInterface * this)","6"
"GetScheduler","1001a4e0","TScheduler * GetScheduler(TKernelInterface * this)","4"
"DeinitialiseStatic","1001a4f0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1001a500","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1001a510","TObject * CreateObjectInPlace(void * param_1)","41"
"CreateObject","1001a540","TObject * CreateObject(void)","39"
"GetClass","1001a570","TClass * GetClass(TKernelInterface * this)","6"
"FUN_1001a580","1001a580","undefined FUN_1001a580(void)","1"
"FUN_1001a630","1001a630","undefined FUN_1001a630(void * this\, uint param_1)","211"
"operator=","1001a710","TMemFile * operator=(TMemFile * this\, TMemFile * param_1)","33"
"TMemFile","1001a740","undefined TMemFile(TMemFile * this\, TMemFile * param_1)","45"
"ClearStats","1001a770","void ClearStats(TMemFile * this)","1"
"DebugStats","1001a780","void DebugStats(TMemFile * this)","1"
"operator=","1001a790","TMemFileSystem * operator=(TMemFileSystem * this\, TMemFileSystem * param_1)","71"
"TMemFileSystem","1001a7e0","undefined TMemFileSystem(TMemFileSystem * this\, TMemFileSystem * param_1)","73"
"operator=","1001a830","TKernelInterfaceDLL * operator=(TKernelInterfaceDLL * this\, TKernelInterfaceDLL * param_1)","65"
"~TKernelInterfaceDLL","1001a880","void ~TKernelInterfaceDLL(TKernelInterfaceDLL * this)","65"
"TKernelInterfaceDLL","1001a8d0","undefined TKernelInterfaceDLL(TKernelInterfaceDLL * this\, TKernelInterfaceDLL * param_1)","67"
"TKernelInterfaceDLL","1001a920","undefined TKernelInterfaceDLL(TKernelInterfaceDLL * this)","34"
"TUser","1001a950","undefined TUser(TUser * this\, TUser * param_1)","29"
"GetFrameCount","1001a970","int GetFrameCount(TScheduler * this)","4"
"GetTotalTime","1001a980","float GetTotalTime(TScheduler * this)","4"
"GetCurrentTimeDelta","1001a990","float GetCurrentTimeDelta(TScheduler * this)","4"
"TLocalisedString","1001a9a0","undefined TLocalisedString(TLocalisedString * this)","23"
"TLocalisedString","1001a9c0","undefined TLocalisedString(TLocalisedString * this\, int param_1\, TPCString param_2\, TLocale * param_3)","78"
"~TLocalisedString","1001aa10","void ~TLocalisedString(TLocalisedString * this)","80"
"TLocaleInfo","1001aa60","undefined TLocaleInfo(TLocaleInfo * this\, int param_1\, TPCString * param_2\, TPCString * param_3)","109"
"TLocale","1001aad0","undefined TLocale(TLocale * this)","125"
"~TLocale","1001ab50","void ~TLocale(TLocale * this)","637"
"Reset","1001ae50","void Reset(TLocale * this)","624"
"LoadInfo","1001b150","bool LoadInfo(TLocale * this\, TCString * param_1)","1651"
"FindLocaleInfo","1001b820","TLocaleInfo * FindLocaleInfo(TLocale * this\, TPCString * param_1)","201"
"FindLocaleInfo","1001b900","TLocaleInfo * FindLocaleInfo(TLocale * this\, char * param_1)","73"
"ChangeLocale","1001b950","void ChangeLocale(TLocale * this\, TPCString * param_1)","242"
"ChangeLocale","1001ba50","void ChangeLocale(TLocale * this\, char * param_1)","297"
"ChangeLocale","1001bb90","void ChangeLocale(TLocale * this\, TLocaleInfo * param_1)","201"
"IsValid","1001bc60","bool IsValid(TLocale * this\, TPCString * param_1)","103"
"IsValid","1001bcd0","bool IsValid(TLocale * this\, char * param_1)","163"
"IsValid","1001bd80","bool IsValid(TLocale * this\, int param_1)","54"
"Get","1001bdc0","TLString Get(TLocale * this\, TPCString * param_1)","399"
"Get","1001bf60","TLString Get(TLocale * this\, char * param_1)","80"
"Get","1001bfb0","TLString Get(TLocale * this\, int param_1)","302"
"GetOptional","1001c0f0","TLString GetOptional(TLocale * this\, TPCString * param_1)","290"
"GetOptional","1001c230","TLString GetOptional(TLocale * this\, char * param_1)","150"
"Format","1001c2d0","TLString Format(TLocale * this\, TPCString * param_1\, ...)","176"
"Format","1001c380","TLString Format(TLocale * this\, char * param_1\, ...)","177"
"Format","1001c440","TLString Format(TLocale * this\, int param_1\, ...)","177"
"GetTemporary","1001c500","TLString GetTemporary(TLocale * this\, ushort * param_1)","406"
"GetTemporary","1001c6a0","TLString GetTemporary(TLocale * this\, int param_1)","74"
"GetVolatile","1001c6f0","TLString GetVolatile(TLocale * this\, ushort * param_1)","330"
"GetVolatile","1001c840","TLString GetVolatile(TLocale * this\, int param_1)","74"
"Insert","1001c890","TLocalisedString * Insert(TLocale * this\, TPCString * param_1\, TPWString * param_2)","606"
"Insert","1001cb10","TLocalisedString * Insert(TLocale * this\, char * param_1\, TPWString * param_2)","82"
"Insert","1001cb70","TLocalisedString * Insert(TLocale * this\, int param_1\, TPWString * param_2)","420"
"AddLocale","1001cd30","TLocaleInfo * AddLocale(TLocale * this\, TPCString * param_1)","562"
"Dump","1001cf80","void Dump(TLocale * this)","740"
"Load","1001d310","bool Load(TLocale * this\, TCString * param_1)","1509"
"FindTemporary","1001d940","TLocalisedString * FindTemporary(TLocale * this\, TPWString * param_1)","299"
"Remove","1001dab0","void Remove(TLocale * this\, TLocalisedString * a_rPooledString)","304"
"FUN_1001dbe0","1001dbe0","undefined FUN_1001dbe0(void * this\, uint param_1)","179"
"FUN_1001dca0","1001dca0","undefined FUN_1001dca0(void * this\, uint param_1)","50"
"FUN_1001dce0","1001dce0","undefined FUN_1001dce0(void * this\, uint param_1)","179"
"GetVolatile","1001de30","TLString GetVolatile(TLocale * this\, TWString * param_1)","39"
"GetTemporary","1001de60","TLString GetTemporary(TLocale * this\, TWString * param_1)","39"
"Delete","1001de90","void Delete(TLocalisedString * this)","29"
"IsTemporary","1001deb0","bool IsTemporary(TLocalisedString * this)","15"
"FUN_1001df50","1001df50","int * FUN_1001df50(void * this\, int * param_1\, TPCString * param_2\, undefined * param_3)","198"
"FUN_1001e020","1001e020","int * FUN_1001e020(void * this\, int * param_1\, TPCString * param_2)","211"
"FUN_1001e100","1001e100","undefined FUN_1001e100(void * this\, int param_1\, int param_2)","614"
"FUN_1001e3c0","1001e3c0","int * FUN_1001e3c0(void * this\, int * param_1\, int * param_2\, undefined * param_3)","288"
"FUN_1001e4f0","1001e4f0","int * FUN_1001e4f0(void * this\, int * param_1\, int * param_2)","266"
"FUN_1001e600","1001e600","undefined FUN_1001e600(void * this\, int param_1\, int param_2)","372"
"FUN_1001e7a0","1001e7a0","undefined FUN_1001e7a0(void * this\, int * param_1)","117"
"FUN_1001e820","1001e820","int * FUN_1001e820(void * this\, int * param_1\, TPCString * param_2\, undefined * param_3)","198"
"FUN_1001e8f0","1001e8f0","int * FUN_1001e8f0(void * this\, int * param_1\, TPCString * param_2)","211"
"FUN_1001e9d0","1001e9d0","undefined FUN_1001e9d0(void * this\, int param_1\, int param_2)","614"
"FUN_1001ec90","1001ec90","undefined FUN_1001ec90(void * this\, int * param_1)","163"
"operator=","1001ed40","TLocale * operator=(TLocale * this\, TLocale * param_1)","96"
"TLocale","1001eda0","undefined TLocale(TLocale * this\, TLocale * param_1)","117"
"GetCurrentLocaleInfo","1001ee20","TLocaleInfo * GetCurrentLocaleInfo(TLocale * this)","4"
"GetNumberedStrings","1001ee30","TMap<int\,class_Toshi::TLocalisedString*\,struct_Toshi::TComparator<int>_> * GetNumberedStrings(TLocale * this)","6"
"GetNamedStrings","1001ee40","TMap<class_Toshi::TPCString\,class_Toshi::TLocalisedString*\,struct_Toshi::TPCString::Comparator> * GetNamedStrings(TLocale * this)","6"
"GetAvailLocaleInfo","1001ee50","TMap<class_Toshi::TPCString\,class_Toshi::TLocaleInfo*\,struct_Toshi::TPCString::Comparator> * GetAvailLocaleInfo(TLocale * this)","6"
"operator=","1001ee60","TLocaleChangeEvent * operator=(TLocaleChangeEvent * this\, TLocaleChangeEvent * param_1)","19"
"TLocaleChangeEvent","1001ee80","undefined TLocaleChangeEvent(TLocaleChangeEvent * this\, TLocale * param_1\, TLocaleInfo * param_2)","18"
"operator=","1001eea0","TLocaleInfo * operator=(TLocaleInfo * this\, TLocaleInfo * param_1)","122"
"~TLocaleInfo","1001ef20","void ~TLocaleInfo(TLocaleInfo * this)","67"
"TLocaleInfo","1001ef70","undefined TLocaleInfo(TLocaleInfo * this\, TLocaleInfo * param_1)","63"
"GetWordBreakStyle","1001efb0","WordBreakStyle GetWordBreakStyle(TLocaleInfo * this)","4"
"GetFileName","1001efc0","TPCString GetFileName(TLocaleInfo * this)","30"
"GetName","1001efe0","TPCString GetName(TLocaleInfo * this)","30"
"GetIndex","1001f000","int GetIndex(TLocaleInfo * this)","3"
"operator=","1001f010","TLString * operator=(TLString * this\, TLString * param_1)","62"
"~TLString","1001f050","void ~TLString(TLString * this)","33"
"operator<","1001f080","bool operator<(TLString * this\, TLString * param_1)","31"
"operator!=","1001f0a0","bool operator!=(TLString * this\, TLString * param_1)","18"
"operator==","1001f0c0","bool operator==(TLString * this\, TLString * param_1)","18"
"operator->","1001f0e0","TWString * operator->(TLString * this)","29"
"operator*","1001f100","TWString * operator*(TLString * this)","29"
"operator_class_Toshi::TWString_const*","1001f120","TWString * operator_class_Toshi::TWString_const*(TLString * this)","29"
"GetVolatileString","1001f140","TWString * GetVolatileString(TLString * this)","152"
"GetLocalisedString","1001f1f0","TWString * GetLocalisedString(TLString * this)","29"
"GetIdentifierString","1001f210","TCString * GetIdentifierString(TLString * this)","29"
"Compare","1001f230","int Compare(TLString * this\, TLString * param_1)","28"
"IsTemporary","1001f250","bool IsTemporary(TLString * this)","32"
"GetLocale","1001f270","TLocale * GetLocale(TLString * this)","13"
"TLString","1001f280","undefined TLString(TLString * this\, TLocalisedString * param_1)","17"
"TLString","1001f2a0","undefined TLString(TLString * this\, TLString * param_1)","27"
"TLString","1001f2c0","undefined TLString(TLString * this)","9"
"GetLocalisedString","1001f2d0","TPWString * GetLocalisedString(TLocalisedString * this)","6"
"GetIdentifierString","1001f2e0","TPCString * GetIdentifierString(TLocalisedString * this)","6"
"GetIdentifierInt","1001f2f0","int GetIdentifierInt(TLocalisedString * this)","4"
"GetFreeList","1001f300","TFreeList * GetFreeList(void)","6"
"operator_delete","1001f310","void operator_delete(void * param_1)","22"
"operator_new","1001f330","void * operator_new(uint param_1\, void * param_2)","7"
"operator_new","1001f340","void * operator_new(uint param_1)","22"
"operator_new","1001f360","void * operator_new(uint param_1\, char * param_2\, int param_3)","22"
"FUN_1001f380","1001f380","undefined FUN_1001f380(void * this\, undefined4 * param_1)","207"
"FUN_1001f460","1001f460","undefined FUN_1001f460(void * this\, undefined4 * param_1)","121"
"FUN_1001f4f0","1001f4f0","undefined FUN_1001f4f0(void * this\, undefined4 * param_1)","207"
"TruncToInt","1001f5d0","int TruncToInt(float param_1)","52"
"FloorToInt","1001f610","int FloorToInt(float param_1)","31"
"CeilToInt","1001f630","int CeilToInt(float param_1)","31"
"Sign","1001f650","float Sign(float param_1)","118"
"SphereIntersection","1001f6d0","bool SphereIntersection(TVector3 * param_1\, float param_2\, TVector3 * param_3\, float param_4\, float * param_5\, TVector3 * param_6\, float * param_7)","205"
"SphereIntersectionPlanar","1001f7a0","bool SphereIntersectionPlanar(TVector3 * param_1\, float param_2\, TVector3 * param_3\, float param_4\, float * param_5\, TVector3 * param_6\, float * param_7)","191"
"SphereIntersectionDynamic","1001f860","float SphereIntersectionDynamic(TVector3 * param_1\, float param_2\, TVector3 * param_3\, TVector3 * param_4\, float param_5\, TVector3 * param_6)","526"
"RayVsCircle2D","1001fa80","int RayVsCircle2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, float param_4\, float * param_5\, float * param_6)","252"
"RayVsCircle3D","1001fb80","int RayVsCircle3D(TVector3 * param_1\, TVector3 * param_2\, TVector3 * param_3\, float param_4\, float * param_5\, float * param_6)","259"
"RaySegmentVsLine2D","1001fc90","bool RaySegmentVsLine2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, float * param_5)","152"
"PointVsPlane2D","1001fd30","bool PointVsPlane2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3)","79"
"PointVsPlane2DF","1001fd80","float PointVsPlane2DF(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3)","54"
"RayVsCapsule2D","1001fdc0","bool RayVsCapsule2D(TVector2 * param_1\, TVector2 * param_2\, float * param_3\, TVector2 * param_4\, TVector2 * param_5\, float param_6)","1125"
"CalculateCapsuleNormal2D","10020230","void CalculateCapsuleNormal2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4)","189"
"PointInsideCapsule2D","100202f0","bool PointInsideCapsule2D(TVector2 * param_1\, TVector2 * param_2\, float param_3\, TVector2 * param_4)","138"
"PushPointOutOfCapsule2D","10020380","float PushPointOutOfCapsule2D(TVector2 * param_1\, TVector2 * param_2\, float param_3\, TVector2 * param_4\, TVector2 * param_5\, TVector2 * param_6\, float * param_7)","725"
"LineVsLine2D","10020660","bool LineVsLine2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, float * param_5)","176"
"LineVsLine2D","10020710","bool LineVsLine2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, float * param_5\, float * param_6)","213"
"LineVsLine2D","100207f0","bool LineVsLine2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, TVector2 * param_5)","110"
"LineSegmentVsLineSegment2D","10020860","bool LineSegmentVsLineSegment2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, TVector2 * param_5)","190"
"LineSegmentVsLine2D","10020920","bool LineSegmentVsLine2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, TVector2 * param_5)","139"
"ClosestPointOnLine2D","100209b0","float ClosestPointOnLine2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3)","98"
"DistancePointToLineSq","10020a20","float DistancePointToLineSq(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3)","158"
"ClosestPointOnLineOverTime2D","10020ac0","float ClosestPointOnLineOverTime2D(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, float param_5)","226"
"PointVsPlane3D","10020bb0","bool PointVsPlane3D(TVector3 * param_1\, TVector3 * param_2\, TVector3 * param_3)","86"
"GetAxisChangeLimit3D","10020c10","void GetAxisChangeLimit3D(TVector3 * param_1\, TVector3 * param_2\, TVector3 * param_3\, float param_4\, TVector3 * param_5)","339"
"LERPAngle","10020d70","float LERPAngle(float param_1\, float param_2\, float param_3)","100"
"NormaliseAngle","10020de0","void NormaliseAngle(float * param_1)","109"
"GetAngleDifference","10020e50","float GetAngleDifference(float param_1\, float param_2)","54"
"GetDirectedAngleDifference","10020e90","float GetDirectedAngleDifference(float param_1\, float param_2\, bool param_3)","75"
"Gain","10020ee0","float Gain(float param_1\, float param_2)","116"
"Gain075","10020f60","float Gain075(float param_1)","401"
"Bias","10021100","float Bias(float param_1\, float param_2)","225"
"GetCapsuleZone","100211f0","int GetCapsuleZone(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, float param_4)","114"
"Clip","10021270","void Clip(int * param_1\, int param_2\, int param_3)","35"
"Clip","100212a0","void Clip(float * param_1\, float param_2\, float param_3)","54"
"LERP","100212e0","float LERP(float param_1\, float param_2\, float param_3)","29"
"DecrMinf","10021300","float DecrMinf(float param_1\, float param_2\, float param_3)","30"
"IncrMaxf","10021320","float IncrMaxf(float param_1\, float param_2\, float param_3)","30"
"DistancePointToLine","10021340","float DistancePointToLine(TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3)","29"
"Sign","10021360","int Sign(int param_1)","31"
"Pow","10021380","float Pow(float param_1\, float param_2)","74"
"Log","100213d0","float Log(float param_1)","67"
"Exp","10021420","float Exp(float param_1)","67"
"ATan","10021470","float ATan(float param_1)","67"
"ACos","100214c0","float ACos(float param_1)","67"
"ASin","10021510","float ASin(float param_1)","67"
"SinCos","10021560","void SinCos(float param_1\, float * param_2\, float * param_3)","23"
"Identity","10021580","void Identity(TMatrix44 * this)","129"
"Determinant4","10021610","float Determinant4(TMatrix44 * this)","208"
"Determinant","100216e0","float Determinant(TMatrix44 * this)","69"
"Invert4","10021730","bool Invert4(TMatrix44 * this\, TMatrix44 * param_1)","1259"
"Invert","10021c20","bool Invert(TMatrix44 * this\, TMatrix44 * param_1)","672"
"InvertArbitrary","10021ed0","bool InvertArbitrary(TMatrix44 * this\, TMatrix44 * param_1)","1040"
"InvertOrthogonal","100222e0","void InvertOrthogonal(TMatrix44 * this\, TMatrix44 * param_1)","409"
"Transpose","100224a0","void Transpose(TMatrix44 * this\, TMatrix44 * param_1)","195"
"Add","10022570","void Add(TMatrix44 * this\, TMatrix44 * param_1\, TMatrix44 * param_2)","76"
"Subtract","100225c0","void Subtract(TMatrix44 * this\, TMatrix44 * param_1\, TMatrix44 * param_2)","76"
"Multiply","10022610","void Multiply(TMatrix44 * this\, TMatrix44 * a_rLeft\, TMatrix44 * a_rRight)","146"
"Multiply","100226b0","void Multiply(TMatrix44 * this\, TMatrix44 * param_1\, float param_2)","67"
"InvertOrthogonal","10022700","void InvertOrthogonal(TMatrix44 * this)","65"
"Multiply","10022750","void Multiply(TMatrix44 * this\, TMatrix44 * param_1)","137"
"IsEqual","100227e0","bool IsEqual(TMatrix44 * this\, TMatrix44 * param_1)","91"
"IsOrthogonal","10022840","bool IsOrthogonal(TMatrix44 * this)","107"
"IsOrthonormal","100228b0","bool IsOrthonormal(TMatrix44 * this)","191"
"IsReflected","10022970","bool IsReflected(TMatrix44 * this)","62"
"Scale","100229b0","void Scale(TMatrix44 * this\, float param_1\, float param_2\, float param_3)","87"
"Scale","10022a10","void Scale(TMatrix44 * this\, TVector4 * param_1)","83"
"RotateX","10022a70","void RotateX(TMatrix44 * this\, float param_1)","151"
"RotateY","10022b10","void RotateY(TMatrix44 * this\, float param_1)","142"
"RotateZ","10022ba0","void RotateZ(TMatrix44 * this\, float param_1)","138"
"LookAtTarget","10022c30","void LookAtTarget(TMatrix44 * this\, TVector3 * param_1\, TVector3 * param_2)","80"
"Translate","10022c80","void Translate(TMatrix44 * this\, float param_1\, float param_2\, float param_3)","56"
"TransformVector","10022cc0","void TransformVector(TVector3 * param_1\, TMatrix44 * param_2\, TVector3 * param_3)","104"
"TransformVector","10022d30","void TransformVector(TVector4 * param_1\, TMatrix44 * param_2\, TVector4 * param_3)","152"
"RotateVector","10022dd0","void RotateVector(TVector3 * param_1\, TMatrix44 * param_2\, TVector3 * param_3)","95"
"RotateVector","10022e30","void RotateVector(TVector4 * a_rOutVector\, TMatrix44 * a_rMatrix\, TVector4 * a_rVector)","101"
"TransformPlane","10022ea0","void TransformPlane(TPlane * param_1\, TMatrix44 * param_2\, TPlane * param_3)","259"
"TransformPlaneOrthogonal","10022fb0","void TransformPlaneOrthogonal(TPlane * param_1\, TMatrix44 * param_2\, TPlane * param_3)","45"
"MatToQuat","10022fe0","void MatToQuat(TQuaternion * param_1\, TMatrix44 * param_2)","336"
"SetFromQuaternion","10023130","TMatrix44 * SetFromQuaternion(TMatrix44 * this\, TQuaternion * param_1)","239"
"PushQuaternion","10023220","TMatrix44 * PushQuaternion(TMatrix44 * this\, TQuaternion * param_1\, TMatrix44 * param_2\, TVector3 * param_3)","72"
"operator*","10023320","TPlane operator*(TMatrix44 * this\, TPlane * param_1)","23"
"operator*","10023340","TVector4 * operator*(TMatrix44 * this\, TVector4 * __return_storage_ptr__\, TVector4 * param_1)","23"
"operator*","10023360","TVector3 operator*(TMatrix44 * this\, TVector3 * param_1)","23"
"GetTranslate","10023380","void GetTranslate(TMatrix44 * this\, TVector4 * param_1)","30"
"GetTranslate","100233a0","void GetTranslate(TMatrix44 * this\, TVector3 * param_1)","24"
"SetTranslate","100233c0","void SetTranslate(TMatrix44 * this\, float param_1\, float param_2\, float param_3)","24"
"SetTranslate","100233e0","void SetTranslate(TMatrix44 * this\, TVector4 * param_1)","30"
"SetTranslate","10023400","void SetTranslate(TMatrix44 * this\, TVector3 * param_1)","24"
"Translate","10023420","void Translate(TMatrix44 * this\, TVector4 * param_1)","22"
"Translate","10023440","void Translate(TMatrix44 * this\, TVector3 * param_1)","22"
"LookAtTarget","10023460","void LookAtTarget(TMatrix44 * this\, TVector3 * param_1)","21"
